id,titulo,duracao,ano,artista_id,genero_id
29383,If I Was a Folkstar,273,2016,10955,6
29384,Stingray Allstars Orange 2020,150,2020,10633,6
29385,Come On Closer (feat. Douglas Roop) [Prod. by Roberto Ferrante - 2020 Remaster],386,1983,10956,6
29386,2020,217,2020,10957,6
29387,Two Bodies (feat. Emma Louise),368,2014,10721,6
29388,Pacha On Acid,448,2010,10958,6
29389,This Girl (Kungs vs Cookin' On 3 Burners) [Betical Remix],257,2016,2869,6
29390,Rennen,197,2017,10959,6
29391,2020,387,2018,10960,6
29392,2020,48,2023,10961,6
29393,Petals,156,2015,10962,6
29394,Feel Love in the Music (Chill Deep House Remix),185,2020,2760,6
29395,Liverpool Street In The Rain,332,2018,10963,6
29396,2020,180,2021,10964,6
29397,2020,216,2020,10965,6
29398,2020,297,2020,10966,6
29399,Cheer Athletics Panthers 2020,153,2020,10633,6
29400,2020,149,2020,10799,6
29401,Alone,206,2012,10967,6
29402,Faces (Prod. by Roberto Ferrante - 2020 Remaster),340,1985,10968,6
29403,2020,460,2018,10969,6
29404,Rhythm Is a Dancer,192,2020,10914,6
29405,Bling Bling (2020 Remix),289,2020,10970,6
29406,2020,179,2021,10971,6
29407,A-Mos (Mixed),356,2018,10972,6
29408,2019,253,2019,10927,6
29409,Electronic 2019 Best of Top 100 Bass Trap Acid Tech House Progressive Goa Trance (3Hr EDM Rave DJ Mix),10763,2018,10973,6
29410,2019,189,2022,10974,6
29411,Killamanjaro (Mixed),440,2018,10975,6
29412,Calm (Mixed),357,2017,10976,6
29413,Hellopain (VIP Remix) [Mixed],351,2018,10977,6
29414,Sonic Species (Mixed),391,2018,10978,6
29415,Subterfuge (Mixed),495,2016,10979,6
29416,2019,308,2019,10980,6
29417,The Tower (Vulture Post Dubstep Synthwave Remix 2018 Remaster) [Mixed],301,2016,10981,6
29418,Who Are You (Mixed),412,2018,10982,6
29419,Metamorphose (Mixed),410,2015,10983,6
29420,Moog Melodic (Instrumental Version) [Mixed],412,2018,10984,6
29421,Overcoming 6 (Mixed),332,2017,10985,6
29422,Take Me,242,2013,10705,6
29423,Same Things (feat. Gabrielle Current),234,2019,10986,6
29424,Subways,190,2016,10955,6
29425,Sometimes,253,2010,10987,6
29426,Wildfire,201,2011,10988,6
29427,2019,262,2016,10989,6
29428,Lucky Me (feat. Great Good Fine Ok),202,2019,10917,6
29429,I LOVE YOU,210,2017,10990,6
29430,No One (feat. Thelma Plum),295,2015,10991,6
29431,Pizza Guy,349,2013,10992,6
29432,Heads Above,261,2013,10993,6
29433,Drone Bomb Me,250,2016,10994,6
29434,Master Rock (AudioStorm Remix) [Mixed],476,2016,10995,6
29435,Crimes (Mixed),433,2016,10996,6
29436,Valar Morghulis (Mixed),467,2018,10997,6
29437,So Many Details,285,2012,10998,6
29438,We Got the World,186,2012,10999,6
29439,The Look,277,2011,11000,6
29440,Talk To Me You'll Understand,417,2017,11001,6
29441,Tous les mêmes,213,2013,11002,6
29442,Can't Get Enough,213,2015,11003,6
29443,Goooo,201,2012,11004,6
29444,It Makes You Forget (Itgehane),395,2018,10599,6
29445,Space Is Only Noise If You Can See,342,2011,11005,6
29446,Kaval Tales (Mixed),509,2017,11006,6
29447,Pressure Altitude (Mixed),389,2018,11007,6
29448,1 Time (Mixed),300,2018,11008,6
29449,Surrealism (Mixed),284,2017,11009,6
29450,I'm Good,217,2018,11010,6
29451,Navarro College Bulldogs 2019,137,2020,10633,6
29452,This Girl (Kungs vs Cookin' On 3 Burners) [Extended],242,2016,2869,6
29453,Closer (feat. Jennie A.),270,2016,11011,6
29454,Death Rattle,210,2019,11012,6
29455,Walk with Me (feat. Kučka),253,2015,11013,6
29456,Blissing Me (feat. Arca),305,2017,7951,6
29457,Final Credits,439,2014,11014,6
29458,Hungry Child,365,2019,11015,6
29459,Carbonated,258,2007,11016,6
29460,Angels,171,2012,11017,6
29461,Far Nearer,410,2011,11018,6
29462,2019 (Exclusive) [feat. 初音ミク],207,2020,11019,6
29463,Apeusenteur (Mixed),458,2018,11020,6
29464,Brave New World (Mixed),268,2013,10977,6
29465,Need You Now,285,2015,11015,6
29466,Awa Ni,219,2019,11021,6
29467,Another Girl,403,2011,11022,6
29468,Ponponpon,242,2011,11023,6
29469,2019 - to Date,281,2019,11024,6
29470,Slasherr,218,2013,11025,6
29471,Papaoutai,232,2013,11002,6
29472,I Met You,269,2012,11026,6
29473,Oino,271,2015,11027,6
29474,Smoke & Mirrors,218,2010,11028,6
29475,Our Youth (feat. Emmi),200,2015,11029,6
29476,Lemonade,118,2014,11030,6
29477,Can't Get Better Than This (Radio Edit),213,2012,11031,6
29478,Drone Logic,429,2013,11032,6
29479,Shoes,247,2016,11033,6
29480,Johnny and Mary (feat. Bryan Ferry),392,2014,11034,6
29481,2019,256,2023,11035,6
29482,Bigger Than Prince (Hot Since 82 Remix),395,2013,11036,6
29483,Shame,249,2015,11037,6
29484,Two Dot Zero (Bionic Resistance SlowlyWeDot Remix) [Mixed],328,2016,11038,6
29485,Hyperborea (Mixed),395,2017,11039,6
29486,Don't Wanna Dance,195,2014,2736,6
29487,Christine,234,2014,1036,6
29488,Holidays (feat. Alan Palomo),268,2010,10987,6
29489,Electronic,157,2018,11040,6
29490,Paradise,215,2019,11041,6
29491,Ice Cream (feat. Matias Aguayo),276,2011,11042,6
29492,Locked,509,2012,4670,6
29493,Djon Maya Maï (feat. Victor Démé),192,2014,11043,6
29494,Reckless (With Your Love),344,2009,11044,6
29495,Falling Out,220,2018,10991,6
29496,Streamers,210,2014,11045,6
29497,One Girl / One Boy,243,2013,11046,6
29498,Come Down to Us,787,2013,11047,6
29499,Release the Hounds,140,2016,11048,6
29500,2019,108,2024,11049,6
29501,Pizza Guy,349,2013,10992,6
29502,Beautiful World,204,2018,11050,6
29503,I Can Feel the Love from You (Deep House 2019 Radio DJ Remix),188,2018,2760,6
29504,Cold,180,2011,11051,6
29505,I'm Your DJ Tonight (Pop Remix) [feat. Rhiannon Roze],182,2019,2760,6
29506,2019,209,2019,11052,6
29507,# 2019,191,2018,11053,6
29508,Nuit 17 à 52,262,2013,1036,6
29509,Get Lucky,369,2013,158,6
29510,blue blue,327,2014,11054,6
29511,LesAlpx,282,2019,4887,6
29512,Talk Talk,211,2014,11055,6
29513,Saint Claude (Version Française),239,2014,1036,6
29514,Gonna Be Alright (feat. Mozella) [Man Cub Remix],200,2018,11056,6
29515,Let's Play It Again,344,2019,11057,6
29516,Pantalón,261,2015,11058,6
29517,Flux 98,243,2015,11059,6
29518,Track ID Anyone? (feat. Caribou),303,2013,11060,6
29519,Hiders,282,2013,11047,6
29520,Young (Remastered 2025),324,2025,11061,6
29521,Anna Painting,461,2019,4670,6
29522,Boyfriend (Repeat),251,2016,11062,6
29523,2018,139,2018,11063,6
29524,2018 (Intro),147,2018,11064,6
29525,2018,200,2021,430,6
29526,2018 (Skybreak Remix),290,2022,430,6
29527,2018,196,2023,11065,6
29528,(Not Just) Knee Deep (feat. Phillippe Wynne) [Mixed],221,2018,11066,6
29529,Let It Fall (Harlum Mix),449,2018,11067,6
29530,2018,132,2023,11068,6
29531,2018,132,2023,11068,6
29532,1 On 1 (Mixed),199,2018,11069,6
29533,Azukita (Mixed),162,2018,11070,6
29534,Pretender (feat. Lil Yachty & AJR) [Mixed],183,2018,11071,6
29535,Die for You (feat. Akylla) [Mixed],239,2018,10875,6
29536,Welcome to Mayhem (feat. In Hearts Wake) [Mixed],182,2017,10839,6
29537,Baby Shark EDM Remix (2018),96,2018,11072,6
29538,Home (Mixed),237,2018,11073,6
29539,Dog Fight (Mixed),209,2018,10782,6
29540,Just Hold On (Steve Aoki Festival Edit) [Mixed],161,2018,11074,6
29541,Terminal (Mixed),197,2018,11075,6
29542,Domino Dancing,460,1988,2773,6
29543,Her (Mixed),217,2017,11073,6
29544,Fight Through the Pain (Mixed),251,2018,11076,6
29545,Summersong 2018,226,2018,11077,6
29546,2018,309,2020,11078,6
29547,Another Dimension (Mixed),159,2018,11079,6
29548,Our Life Is a Symphony (Sao Paulo Gay Pride Parade Vocal Deep House 2018 Remix),270,2018,2760,6
29549,Together as One (San Francisco Gay Pride 2018 Festival Remix),292,2018,2760,6
29550,2018,130,2023,11080,6
29551,Escape (Mixed),222,2018,11081,6
29552,Mshpt (feat. Sullivan King) [Mixed],195,2017,11082,6
29553,Dawn (2018),273,2018,11083,6
29554,Twenty - 2 - Life (Mixed),241,2018,11084,6
29555,Rhinestone 1.7.2 (2018 Export Wav) [feat. Isabella Manfredi],233,2023,2994,6
29556,Pigment (Fresco & Pfeiffer Remix),280,2017,11085,6
29557,Teardrop (Remastered 2018),330,1998,475,6
29558,2018,288,2018,11086,6
29559,Lie to Me (feat. Ina Wroldsen) [Mixed],180,2018,11071,6
29560,Og Purp (Mixed),200,2017,11087,6
29561,Forever (feat. KLP) [Mixed],321,2018,11088,6
29562,Came Up (feat. Post Malone & KEY!),218,2016,11089,6
29563,Experience Points (Mixed),263,2018,11090,6
29564,2018,214,2018,11091,6
29565,Left to My Own Devices,496,1988,2773,6
29566,"Inner Sanctum (Live at The Royal Opera House, 2018)",275,2018,2773,6
29567,Fall (Mixed),236,2018,10875,6
29568,Work (Mixed),240,2018,11092,6
29569,Feel It (Steve Aoki Remix),236,2019,11093,6
29570,Electronic Dance Music,240,2018,11094,6
29571,Blow This (Mixed),204,2018,11095,6
29572,2018 (Sped Up),149,2024,11096,6
29573,Let It Fall (David Harness & Chris Lum Main Mix),449,2018,11067,6
29574,2018,115,2024,11097,6
29575,I'm Not Scared,445,1988,2773,6
29576,Pumped up Kid a Mashup: Pumped up Kicks / Everything in Its Right Place,206,2018,11098,6
29577,L'Atalante,343,2017,11099,6
29578,Crab Rave,161,2018,11100,6
29579,Pikachu (2018 Remake),164,2018,11101,6
29580,Where the Streets Have No Name (I Can't Take My Eyes Off You) [Extended Mix],406,1990,2773,6
29581,"Booyah (feat. We Are Loud, Sonny Wilson) [Breathe Carolina Remix]",229,2018,11102,6
29582,I Want a Dog,376,1988,2773,6
29583,Ghost Assassin Vip (feat. Veela),221,2018,11103,6
29584,Stargazing (Kaskade Remix),183,2017,11104,6
29585,Because You Move Me,196,2017,11105,6
29586,Take Me Away,171,2018,11106,6
29587,Miss You,186,2018,11107,6
29588,Snow Park (2018 Remastered) [Remastered],545,2018,11108,6
29589,I Can't Escape,230,2018,11109,6
29590,GYH,153,2018,11110,6
29591,Won't Let Us,160,2018,11064,6
29592,Injected with a Poison (2018 Remastered Version),303,1996,11111,6
29593,Triangle (Re - Triangulated) [2018 Remastered],424,2003,11112,6
29594,"Kass' Theme (From ""the Legend of Zelda: Breath of the Wild"")",290,2018,11113,6
29595,Flight Flow,273,2018,11114,6
29596,It's Alright,567,1988,2773,6
29597,Exploration of Space (Cosmic Gate’s Third Contact Remix) [Live],303,2018,11115,6
29598,A.I.,209,2018,11116,6
29599,Overkill,342,2018,10781,6
29600,Make It Better (2018 Mix),236,2018,10917,6
29601,TiK ToK (feat. Liinii),146,2020,11117,6
29602,Ibiza House Mix,235,2018,11118,6
29603,WAIT... (I Think I Lost My Mind),311,2018,11119,6
29604,2018,306,2015,11120,6
29605,Dorset Perception (Remastered) [Remastered],493,2001,11121,6
29606,Stretching Music,360,2018,11122,6
29607,Evolution 1:1 (2018 Remastered) [Remastered],512,2018,11108,6
29608,Mine Luv (feat. H.E.R.) [Illyus & Barrientos Remix],324,2018,11123,6
29609,Silent Night,177,2018,11124,6
29610,Down Low,156,2018,11125,6
29611,I Get Excited (You Get Excited Too),335,1988,2773,6
29612,White Magnesia (2018 Remastered),342,2003,11126,6
29613,Take Me Away,185,2018,11127,6
29614,Flute Fruit (Remastered) [Remastered],129,2001,11121,6
29615,2018,174,2018,11128,6
29616,Don't Stop,204,2018,11129,6
29617,Star Shpongled Banner (Remastered) [Remastered],503,2001,11121,6
29618,Sandstorm 2018 (Club Mix),402,2018,11130,6
29619,When the Lights Go Out (2018 Remaster),182,1983,436,6
29620,Prophetic Sines (2018 Remastered),378,2003,11126,6
29621,Being Boring (Extended Mix),640,1990,2773,6
29622,9980 (2018 Remastered) [Remastered],494,2012,11108,6
29623,"Oh, Come, All Ye Faithful - Christmas Traditional",180,2018,11124,6
29624,Once Upon a Sea of Blissful Awareness (Remastered) [Remastered],447,2001,11121,6
29625,Day 'N' Nite (feat. Benuebermensch),436,2020,11131,6
29626,Discovering (2018 Remaster),652,2009,11132,6
29627,Fossil (2018 Remastered) [Remastered],674,2018,11108,6
29628,Morning Rhythms - Moombahton,196,2018,11133,6
29629,Circles (Mixed),133,2018,11134,6
29630,It Must Be Obvious,266,1990,2773,6
29631,Lights Go Down,213,2017,11135,6
29632,The Stones Are Not Too Busy (2018 Remaster),630,2009,11132,6
29633,Miserablism,247,1990,2773,6
29634,When You Smile,218,2018,11136,6
29635,Winter Rain,178,2018,11137,6
29636,Leaving Babylon (2018 Remastered),404,2003,11126,6
29637,DJ Culture (7'' Mix),266,1990,2773,6
29638,Glowing Ghetto,208,2018,11138,6
29639,Lick It,216,2018,10659,6
29640,Hit Song Mashup 2018,192,2018,11139,6
29641,So Hard (Extended Dance Mix),398,1990,2773,6
29642,Miami Hot Beach,246,2018,11118,6
29643,Late Night Party,208,2018,11118,6
29644,Chilled Electronic Rhythms,235,2018,11118,6
29645,Romantic Dream,274,2017,11140,6
29646,A New Way to Say Hooray (Remastered) [Remastered],512,2001,11121,6
29647,Overcoming (88 Bpm),282,2018,11141,6
29648,2018 (Música Para Noticias),196,2018,11142,6
29649,Take Off (2018 Remastered) [Remastered],414,2018,11108,6
29650,Liar (feat. Naomi),192,2018,11143,6
29651,Smalltown Boy (Arnaud Rebotini Remix),336,1984,2842,6
29652,Let's Get It,224,2018,11144,6
29653,UK Deep House (I Like It),231,2018,11118,6
29654,BaBaBa (feat. Young Ash),176,2018,11145,6
29655,Losing My Mind (Disco Mix),369,1988,2773,6
29656,You Don't Even Know Me,226,2018,11146,6
29657,Left to My Own Devices (7'' Mix),287,1988,2773,6
29658,Around the World in a Tea Daze (Remastered) [Remastered],681,2001,11121,6
29659,Love on București,164,2018,11147,6
29660,Colorblind,299,2018,11148,6
29661,Forever (feat. Elohim),195,2018,11149,6
29662,All Night Passion (Mixed),215,2018,11150,6
29663,2018,265,2018,11151,6
29664,Bet She's Not Your Girlfriend,270,1990,2773,6
29665,Domino Dancing (Demo Version,286,1988,2773,6
29666,Coffee House,165,2018,11133,6
29667,Shelter (Madeon Evil Edit) [Mixed],101,2018,11152,6
29668,Afraid of the Dark (feat. Sophiya),210,2018,11153,6
29669,Mol (2018 Remastered) [Remastered],549,2012,11108,6
29670,Svddengore,233,2018,11154,6
29671,Electronic Malfunction (Live),87,2018,11155,6
29672,Technique,297,2018,11156,6
29673,It's Alright (10'' Version),286,1988,2773,6
29674,I See You,230,2019,11157,6
29675,Girls on the Dancefloor,235,2018,11118,6
29676,Workout 2018 Top 100 Hits Trance Techno Bass Motivation (2hr Rave Fitness DJ Mix),7236,2017,11158,6
29677,Jealousy (Extended Version),478,1990,2773,6
29678,Heart Rate (102 bpm),149,2018,11159,6
29679,Ride With You (feat. Leah Culver),256,2017,11160,6
29680,Rubicon (2018 Remastered),358,2003,11126,6
29681,Domino Dancing (Alternative Version),292,1988,2773,6
29682,Retrowave Lounge,177,2018,11133,6
29683,My Head Feels Like a Frisbee (Remastered) [Remastered],533,2001,11121,6
29684,All My Life (Female Vocal Tropical House 2018 Remix) [feat. Innaz Beyoncen],241,2018,2760,6
29685,Beach Bar Lounge,312,2018,9190,6
29686,Epic,218,2018,11161,6
29687,Momentum,230,2018,11162,6
29688,It's Time (feat. Bruce Buffer) [Mixed],190,2018,11163,6
29689,Borracho Y Loco,164,2025,11164,6
29690,Turn up the Music Louder (Deep House Remix),277,2018,2760,6
29691,2018,413,2013,11165,6
29692,Sleep Thru Ur Alarms,112,2019,11166,6
29693,Insomniac,212,2017,11167,6
29694,2017,166,2024,11168,6
29695,Brian is the Most Beautiful,225,2016,11169,6
29696,Perfect Strangers (feat. JP Cooper),195,2016,2931,6
29697,"Fearless, Pt. II",194,2017,11170,6
29698,2017,271,2017,11171,6
29699,Solo Dance,176,2016,2827,6
29700,Show Me Love (feat. Kimberly Anne) [EDX Remix / Radio Edit],178,2015,11172,6
29701,Mama (feat. William Singe),181,2017,2931,6
29702,three,60,2017,11173,6
29703,Facebook.Com,218,2016,11169,6
29704,2017,251,2024,11174,6
29705,Linked,223,2017,11175,6
29706,2017,235,2016,11176,6
29707,Bucket,178,2016,11169,6
29708,Warszawa,387,1977,427,6
29709,Don't Call It Love (feat. Alex Mills),197,2017,11177,6
29710,You Don't Know Me (Radio Edit),213,2016,11178,6
29711,Ocean Drive,206,2015,11179,6
29712,Comfortable,226,2019,11166,6
29713,Desire (Gryffin Remix),269,2015,11180,6
29714,This Girl (Kungs Vs. Cookin' On 3 Burners),196,2016,2869,6
29715,Moss Garden (2017 Remaster),305,1977,427,6
29716,In Your Arms Tonight,163,2017,11181,6
29717,I Will Give You My All 2017,224,2021,11182,6
29718,Make Me Feel Better (Don Diablo & CID / Radio Edit),202,2015,11183,6
29719,Holding You (feat. Max Landry),163,2017,11184,6
29720,2017,412,2020,11185,6
29721,2017,256,2022,11186,6
29722,Sexual (feat. Dyo) [Oliver Nelson Remix / Radio Edit],201,2016,11187,6
29723,Last Chance,193,2017,11188,6
29724,Still Falling For You (Jonas Blue Remix),186,2016,3843,6
29725,Radiate (feat. Mees van den Berg),211,2017,11189,6
29726,Places (feat. Ina Wroldsen),202,2016,11190,6
29727,You Are,177,2017,11191,6
29728,2017 - Drone,269,2020,11185,6
29729,Everything Black (feat. Mike Taylor),228,2017,11192,6
29730,Puzzle VIP,173,2017,11193,6
29731,Higher Love (feat. Paul Meany),173,2017,11194,6
29732,The Olive Man,200,2015,11169,6
29733,Don’t You Feel It (feat. Alma),208,2017,11195,6
29734,Blossom,174,2017,11196,6
29735,Harder (feat. Talay Riley) [Mixed],214,2017,10674,6
29736,Throwin' Elbows (Getter & Virtual Riot Remix),304,2017,11069,6
29737,You're Makin' Me High (feat. Ideh) [Radio Edit],178,2017,11197,6
29738,I've Always Liked Grime,408,2016,10963,6
29739,Talking Body (KREAM Remix),214,2017,11198,6
29740,Home,216,2017,11199,6
29741,Crossfire,180,2017,11200,6
29742,Just Stay,222,2017,11201,6
29743,Double D,176,2017,11202,6
29744,Menace II Society,399,2016,10963,6
29745,Pool Party Music,367,2017,10963,6
29746,Jok,216,2017,11203,6
29747,Dream Rider,246,2018,11204,6
29748,Runaway (feat. Valentina Franco) [Culture Code Remix],208,2017,11205,6
29749,Before,142,2022,11206,6
29750,Bleed,251,2017,11207,6
29751,Hold On,203,2017,11208,6
29752,The DJ's Spinning (House Remix),258,2017,2760,6
29753,Rising High,199,2017,11209,6
29754,two,213,2017,11173,6
29755,Wormhole 2.0,224,2018,11204,6
29756,one,398,2017,11173,6
29757,I Hear You Calling,206,2017,11210,6
29758,Trouble,174,2016,11211,6
29759,Wait for Me,222,2017,11090,6
29760,With You (feat. Madi) [Sullivan King Remix],233,2017,10875,6
29761,Feel Your Love (feat. Jamie Lewis),225,2016,11212,6
29762,The Sodom and Gomorrah Show (2017 Remaster),319,2006,2773,6
29763,Final 10,482,2016,11213,6
29764,Integral (2017 Remaster),230,2006,2773,6
29765,Rhythm of Sex,229,2017,4584,6
29766,Africa (12th Planet & Antiserum Remix),236,2017,11073,6
29767,Drowning (feat. Akylla),229,2016,10875,6
29768,2017,181,2025,11214,6
29769,The Smurf,365,2017,11215,6
29770,Came Up (feat. Post Malone & KEY!),218,2016,11089,6
29771,Incomplete (Moombahton VIP) [feat. Ddark],261,2017,11216,6
29772,Watch the World Burn,235,2017,11217,6
29773,Kuyenda (feat. Sru),179,2017,11218,6
29774,Time Travel,152,2017,10900,6
29775,Final Warning,212,2017,11219,6
29776,Berzerk (feat. MagMag),230,2017,11220,6
29777,Cromo2,403,2016,11221,6
29778,It's Party Time (Deep House Remix) [Vocal] [feat. MC Freeflow],495,2017,2760,6
29779,Leveled,192,2017,11222,6
29780,Raket,217,2017,11223,6
29781,Sensei,206,2016,11224,6
29782,Platform 9,252,2017,11225,6
29783,I'm Having a Rave in My Room All By Myself (Early Draft),156,2021,11169,6
29784,Deceiver,253,2017,10855,6
29785,Bone Dry,285,2017,11226,6
29786,After Life (Oliverse Remix) [feat. Stacey Barthe],203,2017,10890,6
29787,Minimal,260,2006,2773,6
29788,Borderline (2017 Remastered),373,2012,11227,6
29789,We're Invincible (feat. Joseph Feinstein),204,2017,11228,6
29790,Take Off (Coca-Cola Summer 2017) [feat. Romuald],160,2017,11229,6
29791,The Meeting Point (2017 Remastered),428,2012,11227,6
29792,Be Alone,210,2017,11230,6
29793,Little Planet,192,2017,11223,6
29794,Catching Feelings (Edit),372,2017,10963,6
29795,Integral,230,2006,2773,6
29796,The Paradox (Funtcase & Cookie Monsta Remix),288,2017,10875,6
29797,Take Off (Dodge & Fuski Remix),260,2017,11231,6
29798,Summersong 2017,258,2017,11077,6
29799,Hell O Tender,217,2015,11169,6
29800,Youtspsit,129,2015,11169,6
29801,Virus (Dubloadz Remix),265,2017,10875,6
29802,Psychological (2017 Remaster),250,2006,2773,6
29803,I'm Having a Rave in My Room All By Myself,302,2015,11169,6
29804,Pulling On,262,2019,11166,6
29805,I'm With Stupid,204,2006,2773,6
29806,In and out of Love (feat. Sharon den Adel) [2017 Revision],183,2008,2954,6
29807,Bloom (Intro Mix),244,2017,11232,6
29808,Generator (Eliminate Remix),243,2017,10875,6
29809,Shelter (Live Remix 2017),315,2017,11018,6
29810,Twentieth Century (2017 Remaster),279,2006,2773,6
29811,Paris / Midnight City (Remix) [Mixed],230,2017,11233,6
29812,Divine Moments of Truth (2017 Remaster) [2017 Remaster],620,1998,11121,6
29813,Chalk 1.3.3 (2017 Export Wav),212,2023,11234,6
29814,Whisper to Me,246,2017,11235,6
29815,Jetlag Corporation (2017 Remastered),346,2012,11227,6
29816,Skytelaget 2017,227,2017,11236,6
29817,Shads Resolution 2017,165,2017,11237,6
29818,Fernfeld,221,2016,2903,6
29819,"Great Fairy's Fountain (From ""the Legend of Zelda: Ocarina of Time"")",280,2018,11113,6
29820,four,398,2017,11173,6
29821,Wings (Nu:Logic Remix) [Mixed],117,2017,224,6
29822,Morose Girl Scowls Upon Her Bed of Lettuce,120,2015,11169,6
29823,twelve (xc),299,2024,11173,6
29824,Ah the Pain,135,2015,11169,6
29825,I Do What He Say I Do,332,2016,11169,6
29826,Never Look Back,349,2006,11235,6
29827,Bad (feat. VASSY) [Mixed],90,2017,11238,6
29828,Connected,216,2017,11239,6
29829,Running Now,118,2019,11166,6
29830,93 Style (feat. Virus Syndicate),307,2017,11240,6
29831,Shpongle Falls (2017 Remaster) [2017 Remaster],513,1998,11121,6
29832,Summer Love Sex Playlist,223,2017,4584,6
29833,No Coincidence,115,2019,11166,6
29834,Never Dream of Dying,423,2017,11241,6
29835,Luna Park (2017 Remaster),331,2006,2773,6
29836,Are We Still Young (feat. Jessi Mason),216,2017,11242,6
29837,Magrathea,218,2017,11243,6
29838,Civilization (Dub Mix),216,2017,11244,6
29839,Brian Eats the Lettuce from the Billy Hole,254,2016,11169,6
29840,The Sodom and Gomorrah Show,319,2006,2773,6
29841,Nosferatu Cosplay Party,245,2016,11169,6
29842,Music for Sleep (2017 Digital Remaster Radio Edit),181,2015,11245,6
29843,Number One DJ Got Me Going Crazy (Vocal),308,2017,2760,6
29844,Unity,202,2017,11246,6
29845,Heaven Let Us Down (feat. Koda),331,2017,11247,6
29846,Holy (feat. Micah Martin),230,2017,11248,6
29847,2016,128,2022,11249,6
29848,2016 - My Generation (Myd Remix),309,2021,11250,6
29849,Beautiful Light,263,2017,11251,6
29850,My Feelings For You (Mixed),82,2021,11252,6
29851,What Is Love 2016,188,2016,11253,6
29852,2016 - My Generation,339,2021,11250,6
29853,Five Nights at Freddy's Song (Metal Version) [feat. The Living Tombstone] [2016 Remastered],270,2016,4577,6
29854,2016,252,2024,11254,6
29855,2016,250,2020,11255,6
29856,I Thought We Were Lovers (feat. Basil),157,2016,11256,6
29857,Game over (Y.G.I.O.) [2016 Remastered],262,2016,4577,6
29858,I Just Loved You (feat. Tomppabeats & Oiseaubizarre),114,2016,11256,6
29859,We Are,236,2016,11257,6
29860,Five Nights at Freddy's 2 (2016 Remastered),294,2016,4577,6
29861,She Talks Too Much,223,2016,11258,6
29862,Full Control,300,2016,11259,6
29863,C U Again,202,2016,11260,6
29864,2016,272,2017,11261,6
29865,Xanax,200,2015,11258,6
29866,I Need a Cup of Coffee and Some Bread to Wake Up,60,2016,11256,6
29867,Street Dancer (Mixed),131,2021,394,6
29868,Levels (Skrillex Remix) [Mixed],224,2021,394,6
29869,Drift,223,2015,11262,6
29870,2016,257,2021,11263,6
29871,All That Gold,195,2016,11258,6
29872,Sunshine / Spectrum (Mixed),150,2021,11264,6
29873,Lights Out,257,2016,10730,6
29874,Don't Let Me Down (feat. Daya) [Mixed],49,2016,2473,6
29875,Safe & Sound,204,2016,11265,6
29876,Left Behinds,180,2014,11266,6
29877,The Paradox,293,2016,10875,6
29878,2016,189,2023,11267,6
29879,life force (ultra slowed & reverb),184,2025,11268,6
29880,Bromance (Avicii's Arena Mix) / I Found U (Mixed),126,2021,11269,6
29881,Armada,221,2016,11270,6
29882,Hang With Me (Avicii's Exclusive Club Mix) [Mixed],164,2021,11271,6
29883,Feel Good,181,2016,11272,6
29884,Audiotool Day 2016,240,2016,11273,6
29885,2016 - My Generation (CHLOE Remix),398,2021,11250,6
29886,Tweet It / Walking On a Dream (Mixed),224,2021,11274,6
29887,When You Think About Her and Your Brain Says No Don't Do That,166,2016,11256,6
29888,Seek Bromance (Avicii Vocal Edit) [Mixed],61,2021,11275,6
29889,Bridge and the Wall,206,2016,11258,6
29890,The Nights (Mixed),172,2021,394,6
29891,"New New New (feat. Vybrate, Queen Ifrica & Makedah) [Avicii Meets Yellow Remix] [Mixed]",187,2021,11276,6
29892,Every Teardrop Is a Waterfall (Avicii 'Tour' Mix) [Mixed],180,2021,43,6
29893,Can I Be Your Internet Crush,205,2016,11256,6
29894,Waiting For Love (Mixed),262,2021,394,6
29895,A Sky Full of Stars (Syn Cole Remix) [Mixed],243,2021,43,6
29896,Fade Into Darkness / Baba O'Riley (Remix) / Bong (Mixed),60,2021,11277,6
29897,Addicted To You (Avicii By Avicii) / Snake (Mixed),232,2021,11278,6
29898,no more excuses (slowed and reverb),137,2024,11279,6
29899,korg funk5 [London 19.08.2023],201,2024,5289,6
29900,Sensations,242,2016,11258,6
29901,2016,107,2019,11280,6
29902,Rapture (Avicii New Generation Mix) [Mixed],179,2021,11281,6
29903,2016,114,2024,11282,6
29904,Don't Cry Kate,192,2016,11256,6
29905,I Don't Know and I Don't Want to Know,186,2016,11256,6
29906,Puzzle,166,2016,11193,6
29907,Flash (Eats Everything Remix),410,2016,11036,6
29908,Seek Bromance (Cazzette Meets Ash Vocal Mix) [Mixed],104,2021,11275,6
29909,Interview B,323,2016,11283,6
29910,"ID1 (from Avicii, Live from Osaka, Japan, Jun 4, 2016) [Mixed]",104,2021,5591,6
29911,em2500 M253X [London 03.06.17],112,2024,5289,6
29912,Make My Heart (Avicii's Replacer Remix) [Mixed],179,2021,3882,6
29913,Make Your Move (Remix) [Mixed],44,2021,11284,6
29914,Thoughts,132,2016,11256,6
29915,Pigments,241,2016,11258,6
29916,I Could Be the One (Mixed),163,2021,11285,6
29917,Fade Into Darkness (Albin Myers Remix) [Mixed],153,2021,394,6
29918,Follow the Light,262,2016,11286,6
29919,We'll Be Together,234,2016,11256,6
29920,Levels (Mixed),138,2021,394,6
29921,Who (Mixed),61,2021,11287,6
