usuario_id,musica_id,contagem
1174,23285,75
1038,44163,20
799,999,32
1972,43147,93
896,30426,87
1981,24281,12
537,15134,97
213,34962,27
1631,34424,18
1416,45509,13
311,48132,84
155,676,43
137,39378,53
1601,31224,92
1309,9312,87
332,25056,42
1756,38125,18
580,22945,6
1381,30944,5
1368,46342,52
447,40123,13
1039,39433,96
121,30551,5
496,17475,25
567,36752,40
375,5967,10
546,25472,20
1900,49468,43
114,11644,62
649,25180,87
111,14238,3
611,10796,45
1709,49514,68
1220,26546,20
162,24734,72
255,17813,20
658,93,27
306,21246,52
1186,38906,16
90,18981,92
266,27375,51
1388,4272,8
675,17078,36
1793,49700,1
1574,46375,36
1257,36069,16
1563,28835,38
476,12628,55
1522,19633,18
645,330,28
262,11103,90
372,42553,23
1025,39268,12
695,29858,86
1120,25667,75
1853,4152,14
312,17070,43
986,31635,7
800,14036,100
686,49222,75
16,23636,15
1344,36287,34
1945,49193,12
471,16608,32
21,6657,71
785,50055,34
663,30303,68
797,45476,3
1018,39100,68
216,25296,39
1741,24318,91
618,49383,43
119,24531,69
1084,18887,87
532,40876,97
226,15276,58
1552,49285,10
1127,21540,95
634,16440,29
202,8087,83
640,2433,31
700,25798,32
470,8049,53
771,14013,36
51,21083,71
1824,1814,66
900,21589,50
1471,12262,58
886,15382,72
528,3230,21
392,16717,15
1121,11792,61
1552,10063,28
327,49661,48
1242,33544,78
1394,30040,46
34,23340,63
884,25282,95
1549,10601,20
202,10343,23
958,28687,3
881,8659,15
671,31232,81
1915,44012,25
1682,4418,2
1404,49192,78
1406,36427,85
670,14009,12
111,47801,54
434,42576,55
1301,24583,91
1195,3094,84
725,35810,34
1198,10861,54
1446,39416,55
640,1397,23
14,11336,89
953,22649,25
144,4040,73
80,16896,71
1660,8626,34
1542,34628,42
771,8284,1
515,12951,90
51,36048,42
1114,7870,76
1076,32306,44
1681,19828,24
541,38238,45
779,36292,51
428,385,25
1773,26413,53
1549,45864,9
739,43761,63
768,281,48
1658,41716,57
62,27366,14
1669,10285,98
918,9375,41
1502,28124,20
379,30101,31
395,12514,47
566,14920,95
1534,12602,69
1573,9841,66
1701,16556,39
1481,47426,61
645,19855,53
291,42176,38
829,30928,39
790,35240,77
402,19621,47
1915,2654,30
1379,14877,57
167,22346,40
612,48096,60
204,11469,6
1681,15365,76
577,24450,3
735,23697,64
1049,37844,74
1950,22121,53
889,277,41
796,20124,59
587,4822,3
1110,35068,62
104,42620,58
1121,22939,26
526,49619,28
1827,32680,100
1766,12427,71
529,22225,18
1267,28229,14
1793,9625,71
406,33230,55
755,43264,63
1938,7992,83
1846,35061,45
893,30676,34
119,46156,78
1906,21390,52
797,32862,65
1956,32964,59
337,8314,18
474,46505,87
595,19636,35
1375,48699,31
1143,11182,82
1457,12269,61
1101,6263,34
199,31926,12
44,3687,71
996,36291,37
4,43240,58
992,44437,50
931,42421,5
551,23432,67
1731,28443,47
1551,6198,91
537,13555,21
836,10618,87
808,36165,41
63,8588,42
656,5948,12
1929,1456,47
1906,43134,48
77,46589,46
61,21793,77
941,33112,45
1338,40298,75
1374,36969,60
828,42624,41
284,28340,51
737,2998,81
794,43133,1
1302,27797,34
933,20459,48
800,21061,20
86,19421,27
1781,6055,15
1936,30855,74
1849,5812,33
1605,33118,36
1057,1240,86
382,30096,66
1530,1754,34
304,9140,18
1732,12791,15
1663,14792,67
1983,26335,2
651,45015,80
581,30710,33
1023,8147,37
107,22261,2
966,10930,31
1310,38910,66
936,21150,99
229,34162,39
1121,44233,60
19,7019,90
1948,26196,38
176,41075,24
702,28571,59
255,23239,40
144,40042,50
183,31034,92
1082,30809,76
1611,47519,11
1295,48573,30
1843,47035,35
1013,29465,28
1623,14291,93
1725,35185,89
868,18299,19
1671,35402,49
854,25825,26
659,25610,45
1067,21235,1
1498,24053,64
1229,27473,74
73,23308,78
1554,37844,49
1467,39228,58
491,9465,44
1702,34664,80
1199,16157,86
1364,44468,25
1484,9111,65
711,45057,32
1847,39540,100
724,47369,18
1644,48628,52
1971,9660,100
962,2273,6
507,33838,62
310,9335,55
1374,1408,52
280,23394,85
964,33969,5
1056,25831,39
1583,5077,40
1861,49025,4
845,27333,7
32,36966,23
809,4823,40
1652,47654,74
1767,37761,59
730,1119,93
308,33250,95
113,36322,84
726,20500,62
1855,5865,29
1654,8151,9
895,38172,77
42,37416,16
101,35515,75
101,6385,4
1226,33955,87
666,21123,23
904,31515,50
1850,8678,34
115,44237,61
565,33288,42
1885,23437,98
466,15753,52
798,30827,30
1541,16044,20
498,17044,1
1012,28770,7
1602,14638,26
1385,18176,42
342,7756,40
1992,43173,62
718,22406,69
517,18122,11
747,18658,33
156,38987,63
1339,24821,18
1083,20266,60
1471,40710,88
1742,48320,40
370,32877,83
1839,34871,2
471,9906,67
852,26752,41
1886,24962,90
95,15280,37
1366,16267,60
555,13850,76
1503,39133,53
704,30115,22
1487,36124,15
1027,31571,57
1484,11934,86
1908,19566,10
1219,27096,29
1622,24983,25
283,44725,7
1076,39398,48
1649,1630,15
1839,17497,55
1257,36231,80
1107,7127,3
1401,31176,85
1471,47937,7
199,7845,52
422,39876,87
1823,17886,39
436,7546,76
1568,32692,47
424,15240,11
676,38567,29
1137,46543,66
1621,7926,17
1614,12729,32
856,43384,86
1292,23444,57
38,12442,66
1417,3611,9
1536,38354,10
112,39293,31
195,15193,61
818,499,3
901,42972,31
1225,9726,38
18,37488,52
1246,28515,16
1825,280,58
946,14320,75
585,5663,76
1367,22620,50
899,37889,98
730,44067,94
48,23809,94
1607,28830,36
220,18637,68
1615,33701,45
1027,2049,77
719,33158,79
1612,45012,76
604,38995,5
234,49229,30
297,1535,20
625,32640,63
658,36787,47
1851,20749,11
48,3535,85
934,14587,84
62,24127,95
528,16124,52
1423,22614,13
16,35804,35
355,35385,77
1612,37345,51
1400,41031,22
650,34234,2
1648,46581,17
1593,4295,18
1437,37471,8
1016,4057,68
742,32589,7
1651,34581,21
1718,14733,97
827,41729,31
1464,38857,96
1915,37403,49
1806,22612,4
1664,4645,50
1775,27474,56
475,48813,37
417,36676,4
439,2367,10
785,5699,91
1513,14915,87
615,42971,96
116,20761,21
1765,43017,57
630,29168,24
240,40062,34
555,36738,7
1414,48127,75
1829,23434,47
556,5924,48
1479,12125,96
1464,20216,70
1887,8876,28
1639,13567,90
720,18967,86
1401,36422,28
1356,11594,3
145,5239,100
1736,40689,99
255,29777,6
1480,18622,44
792,20846,2
1608,9906,61
225,742,93
1568,43852,77
102,33829,75
512,7641,79
577,21988,26
1026,45367,7
412,27010,37
1149,46367,67
565,45153,3
1461,17794,51
566,43537,30
932,39036,3
292,4830,54
1952,8459,77
124,22018,52
356,45715,29
1142,3511,53
1034,12964,97
1685,40926,11
1802,14215,60
1042,49836,46
909,29920,68
1996,34037,27
1836,29078,68
1088,31748,85
543,28185,51
1246,2187,100
1438,13479,80
1334,25115,94
1322,1601,97
460,17896,14
1031,14825,92
1233,16307,54
585,34491,48
1314,14033,18
1405,3269,13
1636,37608,70
1296,43174,91
549,33395,89
1655,37902,91
1943,10716,12
1972,1763,81
955,40428,69
1013,28483,93
442,29530,18
1218,11618,9
1458,30933,55
1562,47298,48
1841,12685,98
108,32100,64
1214,43319,44
1969,3246,31
953,7083,21
115,48488,77
196,17249,5
304,41347,62
707,13351,55
1640,33762,32
1566,25008,56
1147,23831,51
168,2043,87
1203,8277,2
262,33808,51
1631,12030,18
1023,30829,45
1982,4212,7
1201,37753,25
472,2014,57
783,11656,92
150,34138,55
1616,20066,10
409,37840,87
1999,11857,79
70,21129,17
395,14165,15
1118,15061,46
1848,20387,16
31,28789,34
1500,18852,60
1312,34691,98
70,22270,94
1995,3515,70
225,19450,64
1542,1892,30
1469,16396,71
1515,43885,65
1350,10948,18
1199,44738,33
1736,15972,99
1089,13763,22
738,11954,95
403,11088,49
1115,28846,94
1187,13749,5
715,5935,26
965,21725,66
1423,6006,80
1698,42009,74
1868,23938,92
1745,29863,2
101,33537,11
533,18716,37
1316,42161,62
424,33625,50
1789,15928,77
1321,46895,84
603,20608,21
242,18261,55
1304,12464,49
1382,10158,42
1083,33859,18
81,46550,75
1972,41147,85
1555,42796,41
1333,13861,30
459,8323,50
1308,15080,68
1329,22371,34
1114,41883,38
937,45169,8
216,33239,55
353,908,51
461,3169,87
1832,24387,26
1561,43366,53
1638,42599,15
265,24278,34
1830,30115,50
753,37318,15
297,8513,15
1843,24114,99
1661,25800,38
413,48867,67
488,37363,3
1995,39684,92
1250,49072,68
986,15437,73
1275,35012,76
727,15041,35
1554,13973,57
179,9033,43
1772,35666,53
762,48249,5
438,33946,95
289,15849,89
1800,36584,78
269,3090,3
1012,29408,41
1108,44121,58
1199,5599,21
268,46936,34
1092,14715,11
1601,18280,58
290,2923,21
182,2646,74
1731,11694,52
1869,18645,85
744,43365,48
1776,30514,15
334,30319,33
31,13395,80
1193,19638,69
1522,1313,99
1355,29119,34
520,29787,91
1671,1752,18
927,46506,74
143,45882,55
362,17752,58
165,10140,63
272,17391,33
279,29567,13
1718,11936,13
66,19396,66
507,17538,44
339,20976,8
451,1182,88
1322,43510,65
120,18516,27
1258,13973,70
1878,46979,60
1440,44168,27
1070,20847,32
1105,43897,31
1814,42208,84
1269,33678,74
209,829,79
1487,33159,95
679,32257,84
1784,20171,38
1409,47224,1
18,29718,21
1237,27782,13
1998,21364,24
1102,7829,95
590,36974,64
1118,3946,49
399,2591,66
1696,8903,47
92,22966,63
1285,296,80
1390,7925,86
479,22027,24
10,1564,38
919,14700,82
1449,30145,70
1049,11860,9
964,39891,28
258,24296,77
1022,8964,74
1789,40950,51
1633,41135,73
261,36907,84
1698,32741,34
1103,22322,18
1435,6615,35
1668,3089,44
542,38820,9
1377,19156,72
929,17763,38
488,14134,18
62,5768,76
1022,35697,73
273,10237,79
1498,35901,30
1317,1463,25
719,46930,2
578,40352,23
1044,43923,32
1034,29788,92
170,24951,58
393,31232,9
666,48696,12
1092,6674,69
959,13529,31
1054,48580,82
679,27678,12
451,46450,53
1270,48501,37
289,29113,25
920,32072,77
476,16373,93
526,15079,63
1329,42082,48
54,37358,23
1033,47618,18
380,8233,27
449,32477,60
1507,41855,81
879,18944,23
298,15291,69
1316,9193,71
1713,29566,11
1252,25419,14
928,5183,22
353,49983,52
1762,49478,51
1672,21197,55
1584,13256,71
1987,1491,46
157,13768,48
1682,18421,6
696,31449,5
608,14946,74
1553,21936,40
1815,27911,21
555,42472,63
950,16130,72
1802,21217,63
436,10577,30
1758,5814,91
1668,19818,16
1832,10416,45
979,32785,85
763,14509,74
431,21546,35
1414,17286,13
1984,45394,62
512,25407,6
1942,48425,6
669,49881,81
736,35596,53
721,43534,33
1777,13415,96
752,4909,74
1693,28777,12
122,48127,19
631,3572,28
708,6374,14
27,30301,31
744,39173,98
627,14359,28
989,41777,7
1477,13587,70
1173,44596,27
417,25736,56
416,5954,69
1916,13114,68
585,27941,34
611,8986,10
1753,619,68
1513,5393,40
245,34373,93
317,18843,23
137,11177,88
957,27099,87
610,32191,49
352,4429,14
772,28945,60
1902,49400,42
1550,20769,67
1909,42818,91
1044,4943,6
1521,34280,52
1410,20589,82
1459,49827,37
1221,19161,65
1829,878,81
833,29011,39
1822,39353,68
1179,9007,79
130,32737,38
1722,5798,31
1105,25058,43
419,27370,64
1707,42703,12
1043,27785,51
663,13501,62
231,8165,36
1122,15918,32
1705,27684,83
682,43119,98
1496,21212,35
1183,18788,27
1965,1681,16
746,7727,77
877,40513,33
1508,48921,55
1156,9541,75
1704,18456,94
1068,23475,77
809,18407,35
1574,34899,52
1836,1365,19
1898,22795,36
1220,49239,31
1506,1822,84
1809,48927,39
305,44239,49
825,27441,8
877,20831,58
197,39594,17
781,44485,54
477,16502,44
1191,24294,32
1186,39969,96
1021,26609,63
478,867,72
1039,8711,12
937,20286,87
1956,44789,77
1044,19712,21
1700,10121,23
245,41783,99
1345,44017,43
1726,29563,1
41,46572,57
771,23863,65
1106,32568,72
680,44930,8
239,1353,18
681,15903,76
1144,16429,87
1224,26494,75
1059,24750,47
78,48842,52
1247,18918,24
1908,11084,72
1259,7982,79
1338,16964,98
667,33269,90
1381,45046,33
1000,22703,53
1711,9063,1
1824,7735,74
359,38321,53
1024,45417,8
523,18265,39
286,39170,98
214,16773,79
500,43426,36
883,22381,48
1727,22161,66
1623,42834,69
1183,6075,88
93,47509,83
1458,18382,14
1692,35653,28
905,4970,41
1650,10133,47
1492,45056,46
506,46982,32
1770,38351,46
1230,37170,6
1098,36836,67
1049,14799,79
237,38926,1
667,25159,78
185,33708,28
1930,14624,64
1570,33517,66
948,9209,3
1252,44169,57
76,25732,20
1470,23538,70
658,15062,20
997,33750,54
95,24567,65
1729,10082,11
1598,17165,25
1579,35594,61
1728,16410,99
937,35111,26
1272,45366,81
954,27964,1
938,41942,97
967,24410,60
1087,19940,8
455,671,54
1482,30130,87
1498,22416,1
76,40045,82
1151,20008,83
650,30345,35
817,34425,11
1795,35433,28
933,46513,95
1743,15687,60
1534,24102,21
1925,42838,20
1657,26301,27
749,16228,62
1460,9021,64
1243,17098,24
816,38102,64
1028,12314,11
942,32168,76
1463,16968,12
28,36648,81
966,1288,67
1306,15072,73
139,39509,90
931,38636,11
544,23034,63
885,48285,53
1443,26499,78
125,22978,44
217,43260,10
1579,15703,1
853,40579,42
388,25620,4
197,49678,92
1683,11431,32
1860,39261,71
1065,21647,44
386,28737,25
172,42087,58
1169,1769,35
1535,4262,56
212,44251,70
538,45927,100
1994,39986,80
122,2321,96
1038,47059,91
1872,46770,55
1550,35377,21
1909,23662,68
1970,29329,71
127,14724,91
49,41113,43
96,32129,9
53,10682,31
1126,7932,49
834,3610,52
1780,2169,53
1650,4824,83
755,5436,8
1786,41327,77
882,29642,43
813,37015,79
161,36494,24
1601,49657,100
1267,26529,93
1774,41855,34
1556,16513,9
1840,44404,16
467,31373,87
798,39652,6
714,27272,21
19,25475,37
996,31129,84
764,6085,46
1728,26985,27
1952,35684,11
139,38983,28
1959,17437,98
1985,26965,29
1764,15945,33
1662,2561,96
792,4313,52
841,44284,66
327,46467,8
451,41676,25
785,36967,70
562,32997,59
892,46290,96
1811,21552,51
1472,17548,59
1394,48527,46
1341,7350,54
336,5489,79
1805,6227,67
72,18326,6
354,47289,89
1761,43443,81
1412,40292,36
1122,22605,8
192,26356,35
29,37847,60
28,26206,65
1210,6549,48
40,3938,14
1908,15081,30
357,41662,69
1753,30799,99
1292,19643,68
1156,8348,15
409,13115,9
668,48084,31
1094,20152,51
85,5852,16
1979,23224,57
914,2763,55
261,20496,71
1703,48651,72
972,16975,92
823,23822,19
1830,10474,33
1302,41935,32
1109,15058,43
896,8062,98
1014,3113,64
1079,2406,25
483,24566,22
1893,27390,82
1786,47932,62
505,3744,3
1112,23640,43
1026,20445,97
1809,38588,72
1375,37620,34
670,45397,8
1084,8148,84
1612,22119,99
1502,26748,48
191,31169,83
1287,17424,3
1331,7997,81
1470,20149,78
324,6664,99
371,9239,25
1175,25953,20
12,8076,35
698,24261,81
502,39230,45
1321,18695,34
1424,19810,78
79,21264,80
1068,46246,93
1300,36578,29
1822,14379,84
483,27361,79
1509,16690,46
1796,37934,51
593,36649,97
370,9369,6
1671,20948,16
1323,4125,72
1094,6523,86
1986,25367,55
1623,2,41
169,37547,69
556,28270,32
1219,10812,45
570,11720,39
787,14518,28
1690,26352,35
1250,38484,87
1343,985,10
332,18855,3
1302,17849,42
137,39876,88
1770,29152,14
1582,8154,54
490,45300,56
834,21018,33
675,20623,28
338,40582,9
1031,35367,2
978,23209,2
1934,16250,16
1959,21118,21
1783,25159,59
409,5248,83
1459,4240,56
97,32125,71
1322,3972,60
1551,43799,50
929,3079,66
393,14238,65
131,42795,9
1619,20335,76
1759,9755,2
330,33494,19
977,23711,43
10,36899,71
1737,5372,54
1633,29764,8
139,17066,34
1417,40212,40
1624,38548,64
353,14577,37
208,46810,12
1227,45747,23
1341,32177,14
1020,36856,91
341,14666,61
410,17612,37
860,33955,45
1517,23883,78
225,20206,45
547,3803,57
559,596,25
1340,45315,12
1562,5681,20
1580,2988,69
757,44245,58
727,21711,29
1701,24202,6
1784,7600,21
1711,34489,99
884,11042,57
1378,7653,70
1198,38754,95
1938,23555,47
1860,15921,26
1168,14582,6
1433,40313,75
1517,8636,42
1328,21854,16
1391,5180,31
1059,18203,70
24,38755,36
1011,16486,73
72,41512,84
304,26414,36
389,38870,85
123,10036,20
1163,39760,66
1552,39899,58
832,30594,70
1783,40222,47
874,50027,30
30,46410,22
228,23838,53
778,31957,1
1973,46854,21
790,17029,78
110,45649,29
1846,40586,90
1342,22019,2
275,31307,8
1642,48783,96
835,3123,30
893,26047,20
1957,37832,47
398,4524,92
32,29200,13
1271,1187,38
147,8997,97
1796,49913,27
1044,16232,45
281,31717,83
969,4105,21
1342,32434,59
1810,42328,100
694,895,22
1374,7074,46
1400,22253,56
1656,25322,19
303,36200,29
267,12005,100
48,43889,63
1518,46291,6
1170,22096,32
572,44792,68
360,11463,98
362,20355,62
1790,17606,53
852,33292,48
981,14507,31
1520,13573,16
635,8501,60
618,16952,75
1946,17441,32
368,28706,98
1670,46626,93
1339,35585,85
1583,42358,66
864,16637,40
951,7116,32
1005,45889,63
1976,16333,26
1587,14123,9
286,46010,71
878,18109,90
68,966,28
1082,36891,23
1141,762,11
1462,41787,69
276,16740,39
202,33676,53
1720,2327,90
1007,43242,58
1938,39701,33
1292,8830,16
755,2708,84
1053,13394,25
1138,31738,66
1575,27078,56
1490,21065,30
86,22643,48
1293,3947,48
865,1032,66
80,18155,11
945,21326,12
1031,6571,23
830,1129,81
1409,17820,13
526,3587,42
1590,10267,44
687,5667,93
576,24889,43
714,14216,79
430,42559,72
1786,11629,72
783,10916,67
307,28618,24
1202,11414,96
1548,6084,17
1668,20712,82
531,11013,51
7,18370,51
1731,31143,100
655,15764,69
1262,45506,98
894,41248,89
1028,8669,70
1637,10057,80
741,25314,57
202,7028,8
1387,5050,46
23,40977,41
1640,17237,2
1402,13988,63
1030,42399,88
1994,34511,35
814,34702,61
1761,9906,74
398,40804,72
1583,22807,26
35,18794,61
1609,14505,61
1785,6161,50
1087,17115,52
436,32845,4
1001,29073,70
1075,24068,79
362,14287,22
1764,21326,37
1060,28791,92
1133,48077,35
362,49225,85
1724,35060,28
811,4371,8
775,34084,76
293,23472,93
442,27824,3
722,11269,2
131,364,53
1647,18511,11
1355,18237,87
1229,48068,25
1621,27644,61
1299,21781,54
953,22243,81
89,15872,46
557,25527,65
246,38370,90
232,42839,76
272,17886,8
1170,37435,36
32,16873,68
1840,41749,54
826,33777,28
1440,16754,32
1161,27100,38
1576,39891,74
1632,13551,69
481,20578,4
791,33417,68
635,19125,8
1232,44461,37
907,45515,47
153,34673,48
1990,25928,59
1401,21108,63
1515,40724,90
1138,1181,20
460,25861,16
25,49555,17
1917,22709,2
248,41784,11
1805,37317,8
258,14666,28
804,18271,44
1728,44875,66
1154,21659,18
1772,49161,96
1806,30979,83
1315,9636,61
648,43284,25
614,43970,88
477,26036,19
842,41824,95
1092,11354,25
1294,25421,73
79,43500,3
488,25654,67
1964,6535,75
761,4953,99
1512,30043,46
1544,26294,4
441,39162,77
1865,15049,45
280,12820,100
32,46970,99
753,18796,13
47,9054,90
891,23800,81
971,42725,4
1006,15165,87
1309,18922,46
382,36796,4
1447,2989,39
1478,49153,92
929,44799,19
1116,36548,58
415,20540,76
1802,20876,95
1527,46871,68
1782,17368,75
1014,36232,72
314,43004,100
416,17336,57
1234,29692,39
1798,20254,54
1080,46621,40
446,8213,68
946,47052,100
199,30174,72
476,15912,39
481,48447,10
1970,1737,32
1222,46913,22
478,5787,42
1571,36599,40
1483,49979,11
456,45766,23
7,47806,52
641,47032,30
1331,49823,97
882,31014,46
1949,4767,98
1379,41647,22
1151,36028,25
403,8200,29
766,25600,59
1034,3546,4
1501,50060,55
1605,47987,55
288,32998,96
976,22177,3
1690,6164,56
1589,249,67
1337,32075,54
1628,44089,80
1047,41538,72
1553,40187,7
1190,2121,87
1257,27084,37
1342,10297,46
171,19902,22
428,19719,79
1502,32777,95
102,4552,60
870,38700,63
708,48950,85
1852,10852,67
1185,43091,67
1183,32416,80
1635,38716,44
1050,31170,94
948,24810,47
434,19257,19
791,38686,81
1372,17187,44
403,34163,83
740,17667,31
1330,12584,34
226,4353,45
1829,13880,59
1862,43960,8
870,33612,14
682,26983,52
378,1489,79
1431,41568,53
228,23435,91
8,2728,84
1847,17739,51
1204,32526,99
1644,29381,13
1172,40707,23
1375,34110,51
581,32269,67
1681,34756,72
621,8986,1
1952,49296,80
1248,41093,63
403,19507,78
259,29587,32
283,1291,32
1374,2255,61
432,37318,94
230,13433,81
1266,46938,16
1273,40738,86
272,34119,95
562,31533,31
411,37614,30
1547,34405,31
1727,46797,89
1848,10240,16
1351,41041,56
892,18893,96
377,46378,57
434,40246,3
447,44721,77
560,32103,84
1120,15375,59
1873,26357,48
425,6629,89
1232,40970,81
424,17843,26
477,40824,84
1174,11563,4
606,41388,92
1584,36532,9
940,28364,20
1782,40722,97
1779,49243,34
978,17711,32
1334,29928,24
1629,744,24
1949,20627,91
863,45639,91
1385,24023,37
880,29295,47
68,18162,33
1286,36510,16
1371,3842,64
1031,34084,18
349,36729,86
438,49593,63
860,12175,32
294,16679,71
1357,38908,35
654,31997,70
1952,3462,17
1554,12833,16
1203,1806,60
1017,2951,28
1398,144,86
1962,34819,21
691,32197,55
90,11904,8
78,34184,4
1494,15099,39
1786,23045,58
713,43131,9
104,40691,95
316,25765,44
1399,14327,18
406,19626,59
1048,14991,85
249,17042,11
1151,14869,58
968,5334,82
698,38683,19
868,43430,88
1227,30491,18
743,27399,88
614,44483,76
1377,7487,15
1858,22222,5
649,36328,11
1630,23028,73
628,20076,25
581,6749,26
661,22767,99
332,17397,12
1337,19800,21
1192,1939,67
721,32734,3
668,22386,66
1499,43638,19
1015,26606,99
510,20305,89
1547,45675,58
1665,26610,91
116,45818,57
1481,7177,75
1043,33652,36
687,8998,63
1056,21884,52
1692,20342,54
1929,37715,46
874,13162,68
796,30725,80
1039,14400,93
1389,33900,22
43,3858,17
352,33420,34
1945,40087,100
1711,33433,1
439,26889,30
248,25663,85
331,39174,42
149,36543,72
1969,11811,89
1897,23319,93
800,13567,66
338,45686,6
513,25035,35
1660,39506,80
1083,25586,28
1498,42148,56
543,25747,90
856,1568,63
526,36384,58
1205,37278,37
1174,6606,30
1086,38940,43
1435,17559,39
454,19409,33
491,4007,18
147,43314,29
1251,29817,69
535,18942,61
1712,12012,1
1117,25156,87
499,33523,48
1637,8585,75
940,23257,48
1017,49246,65
467,26694,51
1163,32297,95
188,7804,50
1741,35207,47
361,33475,78
829,42865,76
756,47708,78
1346,26722,38
662,18010,99
235,34169,2
1537,22443,67
626,17830,2
872,11896,18
1115,29742,99
1331,46347,84
97,43506,66
1808,42958,11
1993,29723,72
71,5807,75
1508,2789,83
238,21163,47
939,6083,25
282,40178,100
1372,37546,62
550,29323,13
1844,28132,39
147,15948,4
699,7772,40
1903,43262,55
925,22556,97
1436,43038,38
691,49283,2
194,19800,95
1202,23027,98
1498,38209,57
708,12607,35
1538,19952,53
330,43887,54
193,125,85
1689,36989,62
507,42301,75
1526,18839,26
1027,35321,51
1755,38839,91
1545,18431,1
254,10902,74
1449,15805,5
706,31417,52
290,7199,5
676,39170,93
504,28179,20
1146,6883,47
1097,44026,67
1747,10022,70
1362,42627,36
854,17646,33
439,18723,49
119,34085,61
954,30984,51
1700,9975,93
1877,817,38
829,42731,30
1994,17325,63
588,38013,6
1315,42219,3
1792,9438,70
208,28147,72
1080,9578,25
1795,5773,61
492,9634,57
657,13515,40
143,36012,32
576,13899,85
923,34802,71
1235,27023,77
246,46386,49
1880,45725,22
42,26460,83
1063,43795,18
1985,39017,35
816,39198,7
84,6202,90
1498,14082,83
861,6182,30
427,39136,3
1458,34684,6
1636,18617,42
1628,13403,85
11,49646,9
354,29579,8
1705,48116,76
510,30128,66
1007,457,75
162,31929,34
921,3672,85
18,1819,99
1278,35086,15
1842,23570,53
57,239,2
1563,35065,98
42,29352,100
1748,40549,43
1259,296,49
1033,44831,50
762,11316,35
361,47064,73
704,7173,47
1362,34735,79
628,42816,14
337,35368,9
1165,26707,57
938,32170,96
1885,29512,54
578,22891,60
577,11381,54
1421,31138,66
900,42965,21
84,758,49
1110,32707,62
1474,28539,70
631,43848,88
1946,8081,31
835,7563,87
567,28440,13
851,19484,31
86,35434,14
1396,45255,34
1406,40775,35
1741,1027,43
1385,37962,74
1015,18852,9
383,23881,62
1073,21361,40
1128,37982,31
561,14714,11
1707,49006,38
339,9824,98
1650,45266,37
1518,18632,83
343,21347,12
324,44082,80
1389,37794,16
196,13700,59
1,9213,10
461,18241,18
906,1124,77
1837,13733,36
491,5082,9
178,20288,2
407,49314,29
1180,31360,92
1280,6052,10
1395,2551,65
854,30973,50
188,32193,91
1406,1484,5
1550,19060,12
103,43344,99
1024,26145,26
1633,16154,100
94,46233,6
1485,41922,10
1919,11961,57
1553,17313,91
1787,9420,15
99,26790,100
447,23093,52
915,17537,82
1589,6768,20
639,23691,67
1702,25829,12
1149,17406,68
310,3215,28
622,14488,17
1759,48072,70
774,8681,84
721,7211,99
1555,2044,56
249,4631,10
1079,17101,99
1559,13851,62
644,10355,19
944,30900,73
1642,40877,99
584,18365,52
1741,18791,36
1898,3607,56
284,19300,29
1922,6349,13
1257,33105,5
1406,30250,89
1754,5866,19
278,37020,100
216,26518,42
1363,44157,47
1363,38667,55
1275,3126,79
1822,9611,91
156,30002,59
1777,46248,26
1287,41769,77
573,11332,31
1422,21939,78
1657,47710,94
113,4717,42
655,40142,66
597,2269,90
894,30409,35
657,11275,24
81,34454,56
1458,6665,33
1682,32996,80
1126,37503,36
54,10639,88
403,37398,60
663,2458,40
1417,34483,54
1719,30278,53
821,45293,72
1628,42481,11
1040,34759,48
343,5702,99
1375,19069,69
711,31311,89
537,23780,77
636,23456,74
1469,7879,75
1380,32701,46
1751,8465,49
907,9,35
1157,3632,97
1761,44672,8
1661,40966,66
1825,43716,50
670,40727,91
591,33044,65
1738,28325,71
368,1676,9
1831,16494,2
255,40121,32
476,32322,56
997,11749,13
1423,452,28
61,21520,64
174,45136,96
564,27351,4
1160,37533,35
1439,32509,62
260,40029,73
1261,16926,21
679,41458,4
759,16805,30
979,10630,58
1649,30367,78
1932,47295,100
720,19312,49
868,39134,96
1622,29018,35
732,50027,87
75,16705,48
29,19713,89
551,11603,28
1112,33096,71
456,31218,95
646,8251,90
1480,13394,51
1804,35336,17
139,34919,17
1196,14123,16
1728,1094,6
1617,41083,41
1711,40372,91
594,35380,66
1074,8550,85
503,37997,55
1567,40176,97
1965,30190,70
1464,22247,99
1953,12424,42
528,41634,30
798,26549,7
1158,41168,77
1744,25140,7
1174,20429,79
106,37992,37
1704,29509,20
670,20443,8
94,46771,14
782,9832,18
1142,48695,1
1658,3429,26
1103,16956,38
82,10411,60
1779,25075,49
157,20848,47
180,6640,56
250,20837,27
1959,25168,2
1425,24465,62
1624,49587,35
1246,35214,51
1761,16926,91
606,42088,38
31,5140,32
1938,14235,66
1997,38286,41
728,19731,36
123,650,3
760,5371,49
1887,25821,45
1775,31808,42
1139,27103,8
399,28634,81
55,21237,85
1751,42994,52
620,35181,60
659,49894,36
150,26197,93
514,48569,100
1180,11183,72
928,12514,63
1792,8774,56
75,31006,66
587,20871,1
1597,28644,96
302,10293,80
1772,19524,97
1190,8266,8
641,1859,12
1830,31383,4
1295,29726,63
1575,44547,40
515,4231,40
1291,49460,64
1872,360,88
750,7797,42
1004,38383,51
1659,41584,37
531,14001,65
168,43804,95
35,2098,15
1549,43683,12
858,30107,29
1929,3990,55
823,33773,75
1018,29278,33
317,42858,65
